user_screen_name,user_display_name,user_reported_location,account_language,tweet_language,tweet_text,tweet_time,urls,hashtags,is_retweet,spacy_language_detection,lemmatized_tweet_text
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,"it works perfecly,, i highly recommend it! #FollowerMonkey https://t.co/EpHU5pvioF",1/20/18 20:15,[https://goo.gl/fovcbA?73758],[FollowerMonkey],False,en,work perfecly highly recommend followermonkey
Latinodespertar,Latinos despertar,Venezuela,es,en,It is very easy to use and if you need more help there is a youtube video. Best twitter tool! #RoboTwity https://t.co/P775SguVPE,12/18/17 20:49,[https://goo.gl/KyNqQl?15166],[RoboTwity],False,en,-PRON- easy use need help youtube video good twitter tool robotwity
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,RT @CraigWSmalleyEA: This was a fun article to write for @AccountingWEB I fully expect hate mail on this #taxes https://t.co/VWZMzcanDT,6/15/17 14:21,[https://twitter.com/accountingweb/status/869929409771425792],[taxes],True,en,rt this fun article write -PRON- fully expect hate mail tax
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,"RT @ArgentinaNews0: Argentina, Monsanto Give Mixed Signals Over Royalty Dispute #Argentina #bhive https://t.co/kNzrpyVe3h",6/15/16 15:20,[http://dld.bz/eBPT5],"[Argentina, bhive]",True,en,rt argentina monsanto give mixed signals over royalty dispute argentina bhive
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,RT @ketto: Let's help send the animals #BackToTheWild. @wti_org_india #AssamFloods2016 https://t.co/Ve9NGvhvNB https://t.co/fPYwnpVIBC,8/12/16 8:10,[http://bit.ly/HelpWildAnimals],"[BackToTheWild, AssamFloods2016]",True,en,rt let help send animal backtothewild
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,Great tool. Very easy to use and it does the job very well! #RoboInsta @omurtlak https://t.co/kWf5iVGHl6,7/14/17 19:36,[https://goo.gl/FZZHsa?55649],[RoboInsta],False,en,great tool very easy use job roboinsta
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,#Muerte para #Terror / DOWN with TERROR     #ISISrael #ISIS #Israel https://t.co/G9o7KQRxHn,8/27/17 13:08,[],"[Muerte, Terror, ISISrael, ISIS, Israel]",False,en,muerte para terror down terror isisrael isis israel
Latinodespertar,Latinos despertar,Venezuela,es,en,It is very easy to use and if you need more help there is a youtube video. Best twitter tool! #RoboTwity @omurtlak https://t.co/ZFSeQnwSDE,8/17/17 15:16,[https://goo.gl/KyNqQl?72972],[RoboTwity],False,en,-PRON- easy use need help youtube video good twitter tool robotwity
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,"it works perfecly, i highly recommend it! #FollowerMonkey https://t.co/AlXe7psoBo",12/18/17 18:21,[https://goo.gl/YniJkF?43955],[FollowerMonkey],False,en,work perfecly highly recommend followermonkey
Latinodespertar,Latinos despertar,Venezuela,es,en,Works perfect! No crashes. No bans on my Instagram account #FollowerMonkey https://t.co/be764hCda5,12/15/17 16:41,[https://goo.gl/YniJkF?49637],[FollowerMonkey],False,en,work perfect no crash no ban instagram account followermonkey
d45c1922a854cc0bea1dcdeacecde4b57353f45d4af42cf611853ed100ba5166,d45c1922a854cc0bea1dcdeacecde4b57353f45d4af42cf611853ed100ba5166,,es,en,"RT @PicsOfPalestine: If stealing your land and home isn't bad enough, imagine stealing your beloved children. #StandUpForPalestine! http://…",3/9/17 10:31,[],[StandUpForPalestine],True,en,rt if steal land home bad imagine steal beloved child standupforpalestine
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,"RT @2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c: The objective of the powers does not end in putting a country like Israel occupying Palestine, but they seek to do the…",6/21/18 17:25,[],[],True,en,rt the objective power end put country like israel occupy palestine seek
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,"the best app for instgram, it helped me alote thank u :* #FollowerMonkey https://t.co/njzh4bC0Wa",2/2/18 18:59,[https://goo.gl/fovcbA?63260],[FollowerMonkey],False,en,good app instgram help alote thank u followermonkey
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,it is working and so happy to have it. #FollowerMonkey https://t.co/LjBKu8Z2AQ,1/19/18 16:53,[https://goo.gl/fovcbA?83841],[FollowerMonkey],False,en,work happy followermonkey
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,"Realllyyyyyy good, just wish it worked when i close my laptop #FollowerMonkey https://t.co/kMt84fEzWw",12/14/17 19:45,[https://goo.gl/YniJkF?60214],[FollowerMonkey],False,en,realllyyyyyy good wish work close laptop followermonkey
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,I am using it for unfollow and it is SUPER GREAT #RoboInsta @omurtlak https://t.co/MrjDopWGhv,8/18/17 19:49,[https://goo.gl/FZZHsa?65804],[RoboInsta],False,en,-PRON- unfollow super great roboinsta
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,the best app for instgram it helped me alote thank u :* #BulkFollower https://t.co/giquUNawyL,10/7/17 22:16,[https://goo.gl/4vsGDs?9436],[BulkFollower],False,en,good app instgram help alote thank u bulkfollower
Latinodespertar,Latinos despertar,Venezuela,es,en,RT @RT_com: #NorthKorea made a Hollywood style video where they destroy US aircraft https://t.co/ZBDY27GRcY https://t.co/934NEvL1VE,11/19/17 19:20,[https://on.rt.com/8o14],[NorthKorea],True,en,rt northkorea hollywood style video destroy us aircraft
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,RT @itxaP: My face just woken up.Too many hours working on reports.We cant be beautifully portrayed all time #BeautyInMyReports https://t.c…,5/30/16 16:05,[],[BeautyInMyReports],True,en,rt -PRON- face wake too hour work report -PRON- not beautifully portray time beautyinmyreport
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,Great tool. Very easy to use and it does the job very well! #RoboInsta @omurtlak https://t.co/eWbPNbAKq4,8/19/17 19:31,[https://goo.gl/FZZHsa?65455],[RoboInsta],False,en,great tool very easy use job roboinsta
Latinodespertar,Latinos despertar,Venezuela,es,en,"Realllyyyyyy good, just wish it worked when i close my laptop #FollowerMonkey https://t.co/3Onwe4I8WD",12/6/17 20:41,[https://goo.gl/YniJkF?71837],[FollowerMonkey],False,en,realllyyyyyy good wish work close laptop followermonkey
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,the best app for instgram it helped me alote thank u :* #FollowerMonkey https://t.co/tMowZ7LBwB,12/11/17 16:39,[https://goo.gl/YniJkF?97301],[FollowerMonkey],False,en,good app instgram help alote thank u followermonkey
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,Great tool.. Very easy to use and it does the job very well! I highly recommend it! #FollowerMonkey https://t.co/dfURMezjtj,12/24/17 18:00,[https://goo.gl/fovcbA?40824],[FollowerMonkey],False,en,great tool very easy use job -PRON- highly recommend followermonkey
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,@CrimesofUS #Zionist and #wahabism never change,5/22/17 18:19,[],"[Zionist, wahabism]",False,en,zionist wahabism change
Latinodespertar,Latinos despertar,Venezuela,es,en,Absolutely amazing! twitter automation tool! #RoboTwity https://t.co/3KLyZCWHOH,11/9/17 20:36,[https://goo.gl/KyNqQl?97087],[RoboTwity],False,en,absolutely amazing twitter automation tool robotwity
Latinodespertar,Latinos despertar,Venezuela,es,en,it is working and so happy to have it. #FollowerMonkey https://t.co/2FaaLlokyh,1/22/18 15:04,[https://goo.gl/fovcbA?45043],[FollowerMonkey],False,en,work happy followermonkey
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,I posted a new photo to Facebook http://t.co/tb3ktrs0Bb,5/11/13 18:10,[http://fb.me/K1dMpYyL],,False,en,-PRON- post new photo facebook
Latinodespertar,Latinos despertar,Venezuela,es,en,in a few days I got over 400 followers :) great job! #RoboTwity @omurtlak https://t.co/fduIFsQJeg,7/16/17 18:43,[https://goo.gl/KyNqQl?92146],[RoboTwity],False,en,day -PRON- get follower great job robotwity
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,"Love this app,, it is super easy and it has helped my business #FollowerMonkey https://t.co/LTgGvL0a9V",12/24/17 20:24,[https://goo.gl/fovcbA?64675],[FollowerMonkey],False,en,love app super easy help business followermonkey
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,in a few days I got over 400 followers :) great job! #RoboTwity @omurtlak https://t.co/K2GAH4j9f1,8/12/17 14:39,[https://goo.gl/KyNqQl?30796],[RoboTwity],False,en,day -PRON- get follower great job robotwity
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,"RT @petejohn10: Maria Zakharova called ""monstrous"" Ukrainian version of the murder of lawyer Yuri Grabowski - (c) News Front https://t.co/f…",3/25/16 19:32,[http://news-front.info/2016/03/25/mariya-zaxarova-nazvala-chudovishhnymi-ukrainskie-versii-ubijstva-advokata-yuriya-grabovskogo/],[],True,en,rt maria zakharova call monstrous ukrainian version murder lawyer yuri grabowski c news front
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,it is working and so happy to have it #BulkFollower https://t.co/cuX4gQmL1S,9/22/17 15:48,[https://goo.gl/4vsGDs?91819],[BulkFollower],False,en,work happy bulkfollower
Latinodespertar,Latinos despertar,Venezuela,es,en,Very useful. you can run multiple account at the same time with this twitter tool! #RoboTwity @omurtlak https://t.co/aYAOSqzzRG,7/3/17 19:46,[https://goo.gl/KyNqQl?603],[RoboTwity],False,en,very useful run multiple account time twitter tool robotwity
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,Great tool.. Very easy to use and it does the job very well! #FollowerMonkey https://t.co/6JhgbLGqae,1/14/18 20:23,[https://goo.gl/fovcbA?84568],[FollowerMonkey],False,en,great tool very easy use job followermonkey
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,RT @itxaP: #YogaDay Portrait of a #yogi: https://t.co/pXSh8MlbJt,6/21/16 16:53,[http://webapps.aljazeera.net/aje/custom/2014/portraitofayogi/index.html#ten],"[YogaDay, yogi]",True,en,rt yogaday portrait yogi
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,"The objective of the powers does not end in putting a country like Israel occupying Palestine, but they seek to do the same with all the oppressed peoples of the world. #PalestinaLibre #FreePalestine https://t.co/tfDQdROhuX",6/19/18 20:39,[],"[PalestinaLibre, FreePalestine]",False,en,the objective power end put country like israel occupy palestine seek oppressed people world palestinalibre freepalestine
Latinodespertar,Latinos despertar,Venezuela,es,en,nice and very helpful twitter automation tool! #RoboTwity @omurtlak https://t.co/wgh550cuTD,8/15/17 19:50,[https://goo.gl/KyNqQl?30324],[RoboTwity],False,en,nice helpful twitter automation tool robotwity
Latinodespertar,Latinos despertar,Venezuela,es,en,Great tool. Very easy to use and it does the job very well! I highly recommend it! #BulkFollower https://t.co/JYRmgo3iag,10/14/17 20:19,[https://goo.gl/4vsGDs?40994],[BulkFollower],False,en,great tool very easy use job -PRON- highly recommend bulkfollower
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,I posted a new photo to Facebook http://t.co/UJ4fhdZ1nW,5/7/14 0:41,[http://fb.me/2lNCDTUtw],,False,en,-PRON- post new photo facebook
Latinodespertar,Latinos despertar,Venezuela,es,en,I am using it for unfollow and it is SUPER GREAT #FollowerMonkey https://t.co/RmNGIgPlLK,10/23/17 19:46,[https://goo.gl/YniJkF?31385],[FollowerMonkey],False,en,-PRON- unfollow super great followermonkey
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,"it works perfecly, i highly recommend it! #RoboInsta @omurtlak https://t.co/x82DdUMOTc",7/22/17 20:07,[https://goo.gl/FZZHsa?25904],[RoboInsta],False,en,work perfecly highly recommend roboinsta
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,RT @GazaSamah: Palestine's children are diamonds that deserve to be protected and loved. https://t.co/b8DVpibdBO,5/6/16 20:56,[],[],True,en,rt palestine child diamond deserve protect love
Latinodespertar,Latinos despertar,Venezuela,es,en,"Great and feature rich extension, very helpful for twitter followers. #RoboTwity @omurtlak https://t.co/PS6rmJaL6z",6/29/17 20:27,[https://goo.gl/KyNqQl?78375],[RoboTwity],False,en,great feature rich extension helpful twitter follower robotwity
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,RT @AlwaghtEs: #ManchesterUnited campeon de #FACupFinal #JuanMata,5/22/16 13:25,[],"[ManchesterUnited, FACupFinal, JuanMata]",True,en,rt manchesterunited campeon de facupfinal juanmata
Latinodespertar,Latinos despertar,Venezuela,es,en,it is working and so happy to have it #RoboInsta @omurtlak https://t.co/sxXDldUuRp,8/26/17 19:47,[https://goo.gl/FZZHsa?57098],[RoboInsta],False,en,work happy roboinsta
Latinodespertar,Latinos despertar,Venezuela,es,en,Great tool. Very easy to use and it does the job very well! #BulkFollower https://t.co/2YNJs4kbwH,10/2/17 20:30,[https://goo.gl/4vsGDs?87571],[BulkFollower],False,en,great tool very easy use job bulkfollower
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,RT @palestinalibre: South Africa marks 12 years of BDS successes https://t.co/P7GPr8v29i https://t.co/d6W36Z4i1z,8/29/17 15:16,[https://buff.ly/2vLlb06],[],True,en,rt south africa mark year bds success
08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,08f8ce1bb73af31bdf6b4711959433d96fc08d42027e2914fe6c784cf203d2c3,,es,en,Works perfect! No crashes. No bans on my Instagram account #RoboInsta @omurtlak https://t.co/zxiGVJK88G,6/26/17 19:59,[https://goo.gl/FZZHsa?61727],[RoboInsta],False,en,work perfect no crash no ban instagram account roboinsta
Latinodespertar,Latinos despertar,Venezuela,es,en,Works perfect! No crashes.. No bans on my Instagram account #FollowerMonkey https://t.co/aWBeTAuY4t,12/27/17 20:35,[https://goo.gl/fovcbA?96808],[FollowerMonkey],False,en,work perfect no crash no ban instagram account followermonkey
2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,2fcdabfa70fde2273931e73104f825a76dccb6b16daf0a20635b5a4255afb32c,,es,en,It is very easy to use and if you need more help there is a youtube video. Best twitter tool! #RoboTwity https://t.co/PeQpuw4cLE,9/29/17 21:21,[https://goo.gl/KyNqQl?18953],[RoboTwity],False,en,-PRON- easy use need help youtube video good twitter tool robotwity
7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,7065266e2a8a34585ba622b77d4ddc8bf463c167de83acda3d027c32768eada5,,es,en,RT @WTWcorporate: Our Global #Pensions Asset Study 2016 studies 19 pension markets representing US$35.4 trillion https://t.co/G6cKcXO00v vi…,2/6/16 18:17,[http://bit.ly/23JCvfA],[Pensions],True,en,rt -PRON- global pensions asset study study pension market represent trillion
Latinodespertar,Latinos despertar,Venezuela,es,en,I am using it for unfollow and it is SUPER GREAT #RoboInsta @omurtlak https://t.co/KxWbRVK0zk,8/1/17 15:41,[https://goo.gl/FZZHsa?69931],[RoboInsta],False,en,-PRON- unfollow super great roboinsta
